,FIT_400_001A_P.PV,FIT_400_002A_P.PV,Q_400_001A_P.PV,PT_200A_Tags.Q_RO_Feed_PV
2661,802.62,699.97,805.25,
2662,799.33,699.95,805.56,
2663,801.5,700.26,805.49,
2664,803.63,699.95,805.56,
2665,806.42,699.99,805.27,
2666,807.53,699.98,805.59,
2667,806.76,699.84,805.59,
2668,803.7,700.02,805.34,
2669,802.74,699.89,806.02,
2670,805.03,700.24,805.61,
2671,800.09,699.83,805.85,
2672,803.41,700.14,805.49,
2673,808.22,699.72,805.4,
2674,806.63,700.07,805.56,
2675,811.06,700.37,805.23,
2676,807.07,699.88,805.38,
2677,804.43,699.9,805.43,
2678,804.83,700.16,805.79,
2679,803.11,699.98,804.91,
2680,803.92,699.81,805.41,
2681,804.44,700.0,806.15,
2682,802.59,699.95,805.46,
2683,803.27,699.98,805.5,
2684,802.7,699.96,805.33,
2685,805.4,700.0,805.82,
2686,806.27,699.96,805.35,
2687,805.59,699.74,804.96,
2688,804.73,700.03,805.5,
2689,805.5,700.01,805.27,
2690,805.46,700.34,804.96,
2691,808.48,699.66,805.12,
2692,805.57,700.01,805.8,
2693,812.22,700.15,805.3,
2694,807.63,699.88,805.39,
2695,804.36,700.04,805.73,
2696,805.72,700.03,805.07,
2697,804.43,700.14,805.33,
2698,804.67,699.84,805.71,
2699,802.74,700.03,805.25,
2700,803.46,699.91,805.21,
2701,804.33,700.05,805.96,
2702,804.72,699.68,805.86,
2703,796.96,699.9,805.88,
2704,806.39,700.21,805.55,
2705,806.69,700.29,805.46,
2706,814.39,700.27,804.82,
2707,813.23,700.2,805.72,
2708,806.0,699.91,806.08,
2709,800.69,699.53,805.78,
2710,793.37,700.33,805.7,
2711,805.13,700.07,805.82,
2712,807.6,700.3,805.5,
2713,811.54,699.86,805.43,
2714,810.47,700.19,805.54,
2715,803.69,699.51,805.2,
2716,798.75,699.89,805.17,
2717,801.88,700.02,805.27,
2718,806.34,700.01,805.77,
2719,804.61,699.77,804.8,
2720,803.5,700.2,805.63,
2721,808.91,699.88,805.17,
2722,805.6,700.03,805.59,
2723,813.06,700.42,806.31,
2724,810.56,699.58,805.77,
2725,799.44,699.99,805.5,
2726,799.06,699.67,804.82,
2727,801.02,700.27,805.79,
2728,814.05,700.26,805.56,
2729,809.99,700.06,805.38,
2730,800.91,699.53,805.75,
2731,807.85,700.55,805.61,
2732,801.19,699.61,805.7,
2733,806.77,700.37,805.69,
2734,809.51,699.84,805.15,
2735,804.81,699.89,804.98,
2736,802.85,699.45,805.24,
2737,793.71,699.88,805.56,
2738,802.38,699.86,805.93,
2739,803.55,700.26,804.9,
2740,812.01,700.19,805.81,
2741,815.26,699.87,805.47,
2742,808.56,699.93,805.9,
2743,801.26,700.19,805.78,
2744,797.11,699.65,805.28,
2745,802.31,700.49,805.42,
2746,803.24,699.72,805.36,
2747,809.84,700.21,805.38,
2748,809.55,699.76,804.78,
2749,804.44,699.91,805.57,
2750,802.61,700.1,806.09,
2751,804.07,699.5,805.39,
2752,803.5,700.48,805.88,
2753,805.24,700.03,805.47,
2754,804.9,699.99,806.05,
2755,803.34,699.92,805.78,
2756,804.76,700.1,805.61,
2757,805.08,700.02,805.24,
2758,804.05,699.86,805.18,
2759,803.21,700.14,805.08,
2760,805.98,700.09,805.58,
2761,803.26,699.72,805.23,
2762,804.67,700.15,806.08,
2763,804.27,700.17,805.57,
2764,806.42,700.02,805.71,
2765,804.71,699.8,805.77,
2766,804.87,699.89,805.28,
2767,813.84,700.26,805.49,
2768,809.15,699.96,805.8,
2769,805.8,699.96,805.11,
2770,802.95,699.65,805.59,
2771,802.62,700.39,805.69,
2772,804.06,700.19,805.25,
2773,798.68,699.38,805.4,
2774,803.58,700.37,805.24,
2775,801.73,699.86,805.66,
2776,809.94,700.25,805.81,
2777,811.04,700.25,805.68,
2778,811.72,699.76,805.75,
2779,810.32,699.64,805.23,
2780,805.27,700.11,805.95,
2781,806.04,700.14,805.03,
2782,805.48,699.71,805.34,
2783,795.02,699.98,805.71,
2784,800.72,699.98,805.65,
2785,803.37,700.13,805.37,
2786,812.02,700.25,805.79,
2787,813.63,699.94,805.4,
2788,804.45,699.73,806.0,
2789,801.42,700.01,805.93,
2790,796.15,699.84,805.61,
2791,802.18,700.06,805.34,
2792,804.77,700.36,805.65,
2793,814.45,700.15,805.16,
2794,810.08,700.0,805.51,
2795,806.18,699.94,805.41,
2796,803.51,699.77,805.35,
2797,794.51,700.0,805.56,
2798,800.31,700.36,805.1,
2799,804.53,699.82,805.58,
2800,808.93,700.17,805.5,
2801,815.81,699.95,805.11,
2802,807.78,699.92,805.92,
2803,798.66,699.75,805.41,
2804,802.85,700.02,805.21,
2805,798.46,700.22,805.23,
2806,804.93,700.1,805.48,
2807,813.41,700.28,805.38,
2808,813.36,700.02,805.41,
2809,802.9,699.6,805.35,
2810,801.37,700.02,805.76,
2811,799.54,699.94,805.06,
2812,805.47,700.36,805.99,
2813,802.5,699.84,805.78,
2814,808.33,700.56,805.45,
2815,816.19,699.8,806.22,
2816,812.03,700.0,804.95,
2817,805.31,700.02,805.75,
2818,803.71,700.23,806.05,
2819,803.52,699.8,805.58,
2820,800.43,699.69,805.97,
2821,798.15,700.03,806.15,
2822,799.65,699.99,805.4,
2823,811.73,699.96,805.44,
2824,812.97,699.95,805.26,
2825,808.51,700.05,805.19,
2826,802.79,699.68,805.15,
2827,803.04,700.21,805.73,
2828,803.75,700.17,805.56,
2829,805.05,699.89,805.41,
2830,802.5,699.98,804.84,
2831,803.93,700.16,805.85,
2832,806.42,700.07,805.49,
2833,805.99,700.07,805.4,
2834,805.62,700.13,805.9,
2835,807.41,700.04,805.37,
2836,805.3,699.93,805.12,
2837,805.22,700.02,805.1,
2838,806.58,699.94,806.01,
2839,807.53,699.95,805.88,
2840,804.91,700.09,805.28,
2841,805.79,700.19,805.6,
2842,805.72,699.77,805.58,
2843,804.97,700.2,805.45,
2844,803.45,700.07,805.45,
2845,796.09,699.78,805.36,
2846,802.8,699.63,805.83,
2847,806.87,700.05,806.51,
2848,810.79,700.03,805.68,
2849,808.18,700.29,805.18,
2850,804.38,699.89,805.09,
2851,806.53,700.36,806.02,
2852,809.28,699.85,805.33,
2853,807.3,699.72,805.47,
2854,800.91,700.08,804.8,
2855,803.62,699.84,805.64,
2856,802.06,700.04,805.43,
2857,803.07,699.9,806.45,
2858,802.02,700.1,805.28,
2859,807.86,700.18,804.95,
2860,809.3,699.96,805.71,
2861,806.99,700.01,805.75,
2862,806.73,700.11,805.6,
2863,804.8,699.99,805.08,
2864,806.26,699.92,805.74,
2865,805.16,700.0,805.66,
2866,803.23,699.85,805.08,
2867,800.76,699.92,805.27,
2868,799.5,700.03,805.51,
2869,806.51,700.31,804.99,
2870,812.35,700.12,805.45,
2871,809.86,700.17,805.44,
2872,806.72,699.86,805.14,
2873,803.04,699.73,805.77,
2874,801.3,699.74,805.81,
2875,798.15,700.1,805.58,
2876,801.49,699.76,805.45,
2877,809.99,700.29,805.55,
2878,814.71,699.82,805.24,
2879,809.35,701.34,806.28,
2880,808.12,700.21,805.64,
2881,800.07,700.1,805.31,
2882,797.9,699.56,805.49,
2883,804.06,700.3,805.52,
2884,812.35,700.14,805.62,
2885,808.19,699.88,805.27,
2886,800.74,699.98,805.34,
2887,801.95,699.77,805.21,
2888,803.13,700.22,805.43,
2889,809.86,700.26,805.0,
2890,810.01,700.04,805.73,
2891,804.79,699.81,804.83,
2892,802.91,699.81,804.81,
2893,797.93,700.01,805.72,
2894,796.24,700.06,806.0,
2895,804.14,699.63,805.1,
2896,803.59,700.51,806.23,
2897,816.35,700.0,806.12,
2898,811.27,699.84,805.17,
2899,807.51,699.77,805.26,
2900,790.78,699.59,804.92,
2901,807.72,700.62,806.01,
2902,809.28,700.01,805.73,
2903,809.18,699.95,805.47,
2904,809.08,699.96,805.61,
2905,808.54,700.16,805.27,
2906,804.28,699.67,805.23,
2907,817.33,412.91,804.26,
2908,317.4,0.62,286.57,
2909,0.43,3.16,0.0,
2910,0.43,0.32,0.0,
2911,0.42,0.32,0.0,
2912,0.43,0.35,0.0,
2913,0.43,0.33,0.0,
2914,0.44,0.34,0.0,
2915,0.43,0.32,0.0,
2916,0.42,0.31,0.0,
2917,0.44,0.35,0.0,
2918,0.46,0.28,0.0,
2919,0.45,0.32,0.0,
2920,0.46,0.35,0.0,
2921,0.45,0.35,0.0,
2922,0.45,0.27,0.0,
2923,0.43,0.31,0.0,
2924,0.49,0.35,0.0,
2925,0.49,0.35,0.0,
2926,0.49,0.35,0.0,
2927,0.49,0.35,0.0,
2928,0.49,0.35,0.0,
2929,0.49,0.35,0.0,
2930,0.49,0.35,0.0,
2931,0.49,0.35,0.0,
2932,0.42,0.35,0.0,
2933,0.37,0.35,0.0,
2934,0.37,0.35,0.0,
2935,0.37,0.35,0.0,
2936,0.37,0.35,0.0,
2937,0.37,0.35,0.0,
2938,0.37,0.35,0.0,
2939,0.37,0.35,0.0,
2940,0.37,0.35,0.0,
2941,0.37,0.35,0.0,
2942,0.37,0.35,0.0,
2943,0.39,0.35,0.0,
2944,0.39,0.35,0.0,
2945,0.39,0.35,0.0,
2946,0.39,0.35,0.0,
2947,0.39,0.35,0.0,
2948,0.39,0.35,0.0,
2949,0.39,0.35,0.0,
2950,0.39,0.35,0.0,
2951,0.39,0.35,0.0,
2952,0.39,0.35,0.0,
2953,0.39,0.35,0.0,
2954,0.39,0.35,0.0,
2955,0.39,0.35,0.0,
2956,0.39,0.35,0.0,
2957,0.39,0.35,0.0,
2958,0.39,0.35,0.0,
2959,0.39,0.35,0.0,
2960,0.39,0.35,0.0,
2961,0.39,0.35,0.0,
2962,0.39,0.35,0.0,
2963,0.39,0.35,0.0,
2964,0.39,0.35,0.0,
2965,0.39,0.35,0.0,
2966,0.39,0.35,0.0,
2967,0.39,0.35,0.0,
2968,0.39,0.35,0.0,
2969,0.39,0.35,0.0,
2970,0.39,0.35,0.0,
2971,0.39,0.35,0.0,
2972,0.39,0.35,0.0,
2973,0.39,0.35,0.0,
2974,0.39,0.35,0.0,
2975,0.39,0.35,0.0,
