,FIT_400_001C_P.PV,FIT_400_002C_P.PV,Q_400_001C_P.PV
2845,803.26,699.91,805.25
2846,803.69,699.79,805.81
2847,807.62,699.9,805.28
2848,802.21,700.37,805.31
2849,804.07,699.86,805.78
2850,807.56,700.01,805.29
2851,802.78,700.06,805.55
2852,805.33,699.94,805.52
2853,806.54,699.83,805.44
2854,803.14,699.91,805.36
2855,805.31,700.07,805.52
2856,806.85,700.22,805.53
2857,804.97,700.3,805.46
2858,802.46,700.18,805.5
2859,805.98,699.67,805.14
2860,806.06,699.9,805.51
2861,802.82,700.53,805.66
2862,807.45,700.1,805.18
2863,800.26,699.66,805.45
2864,809.42,700.16,805.32
2865,804.6,700.05,805.32
2866,804.36,699.97,805.64
2867,806.36,699.74,805.43
2868,805.29,699.62,805.16
2869,803.75,699.77,805.89
2870,804.83,700.0,805.47
2871,806.67,700.29,805.46
2872,804.1,699.61,805.51
2873,804.97,700.1,805.26
2874,803.48,699.78,805.35
2875,807.5,699.88,805.25
2876,804.96,700.04,805.39
2877,804.06,699.59,805.01
2878,804.53,699.98,805.67
2879,814.87,700.09,804.6
2880,806.55,700.08,805.22
2881,807.09,700.28,805.43
2882,805.15,700.48,805.29
2883,802.32,699.87,805.51
2884,809.35,700.15,805.2
2885,802.66,699.91,805.58
2886,803.81,699.77,805.03
2887,806.75,700.36,805.42
2888,803.94,699.87,805.06
2889,803.77,700.11,805.02
2890,808.33,700.35,805.23
2891,804.73,699.82,805.4
2892,805.11,699.75,805.2
2893,804.15,699.85,805.13
2894,807.58,700.24,805.42
2895,800.76,699.57,805.33
2896,809.73,700.82,805.06
2897,800.24,699.79,805.85
2898,805.98,700.13,805.88
2899,804.8,700.19,806.02
2900,805.92,700.38,805.02
2901,805.1,699.85,805.57
2902,807.23,700.12,805.22
2903,748.11,699.99,733.44
2904,805.05,699.99,805.38
2905,805.05,699.99,805.38
2906,805.05,699.99,805.38
2907,805.05,699.99,805.38
2908,805.05,699.99,805.38
2909,805.05,699.99,805.38
2910,805.05,699.99,805.38
2911,805.05,699.99,805.38
2912,805.05,699.99,805.38
2913,805.05,699.99,805.38
2914,805.05,699.99,805.38
2915,805.05,699.99,805.38
2916,805.05,699.99,805.38
2917,805.05,699.99,805.38
2918,805.05,699.99,805.38
2919,805.05,699.99,805.38
2920,805.05,699.99,805.38
2921,805.05,699.99,805.38
2922,805.05,699.99,805.38
2923,805.05,699.99,805.38
2924,805.05,699.99,805.38
2925,805.05,699.99,805.38
2926,805.05,699.99,805.38
2927,805.05,699.99,805.38
2928,805.05,699.99,805.38
2929,805.05,699.99,805.38
2930,805.05,699.99,805.38
2931,805.05,699.99,805.38
2932,805.05,699.99,805.38
2933,805.05,699.99,805.38
2934,805.05,699.99,805.38
2935,805.05,699.99,805.38
2936,805.05,699.99,805.38
2937,805.05,699.99,805.38
2938,805.05,699.99,805.38
2939,805.05,699.99,805.38
2940,805.05,699.99,805.38
2941,805.05,699.99,805.38
2942,805.05,699.99,805.38
2943,805.05,699.99,805.38
2944,805.05,699.99,805.38
2945,805.05,699.99,805.38
2946,805.05,699.99,805.38
2947,805.05,699.99,805.38
2948,805.05,699.99,805.38
2949,805.05,699.99,805.38
2950,805.05,699.99,805.38
2951,805.05,699.99,805.38
2952,805.05,699.99,805.38
2953,805.05,699.99,805.38
2954,805.05,699.99,805.38
2955,805.05,699.99,805.38
2956,805.05,699.99,805.38
2957,805.05,699.99,805.38
2958,805.05,699.99,805.38
2959,805.05,699.99,805.38
2960,805.05,699.99,805.38
2961,805.05,699.99,805.38
2962,805.05,699.99,805.38
2963,805.05,699.99,805.38
2964,805.05,699.99,805.38
2965,805.05,699.99,805.38
2966,805.05,699.99,805.38
2967,805.05,699.99,805.38
2968,805.05,699.99,805.38
2969,805.05,699.99,805.38
2970,805.05,699.99,805.38
2971,805.05,699.99,805.38
2972,805.05,699.99,805.38
2973,805.05,699.99,805.38
2974,805.05,699.99,805.38
2975,805.05,699.99,805.38
